listing_id,url,title,host_id,location_city,location_province,rv_type,rv_year,rv_make,rv_model,length_ft,sleeps,num_slide_outs,weight_lbs,hitch_size,hitch_weight_lbs,base_price,security_deposit,pet_friendly,delivery_available,delivery_max_km,delivery_price_per_km,overall_rating,num_reviews,accuracy_rating,value_rating,cleanliness_rating,communication_rating,flexible_pickup,flexible_dropoff,towing_experience_required,host_name,response_rate,is_superhost
253,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_aspen-trail_2,Rent my 2021 Dutchmen Aspen Trail from $132/night | RVezy,253.0,Calgary,AB,Travel Trailer,2021.0,Dutchmen,Aspen Trail,21.0,621,,3200.0,"2 5/16""",407.0,132.0,1.0,0,1,200.0,4.0,4.8,27.0,4.8,4.8,4.8,4.8,1,1,0,Jingke,86.0,0.0
255,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_grey-wolf26dbh_a5523d,Rent my 2021 Cherokee grey wolf Grey wolf26DBH from $150/night | RVezy,255.0,Calgary,AB,Travel Trailer,2021.0,Cherokee,grey wolf Grey wolf26DBH,32.0,832,1.0,5400.0,"2 5/16""",621.0,150.0,1.0,0,1,200.0,2.5,,,,,,,1,1,1,Samir,66.0,0.0
256,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_26bhsw,Rent my 2016 Jayco 26BHSW from $150/night | RVezy,256.0,Calgary,AB,Travel Trailer,2016.0,Jayco,26BHSW,26.0,826,1.0,4500.0,"2""",,150.0,1.0,0,0,,,4.9,38.0,4.9,4.9,4.9,4.9,1,1,0,Brian,100.0,0.0
257,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_intech_pursue_17050e,Rent my 2018 inTech Pursue from $115/night | RVezy,257.0,Calgary,AB,Travel Trailer,2018.0,inTech,Pursue,13.0,213,,1195.0,"2""",240.0,115.0,1.0,0,0,,,5.0,2.0,5.0,5.0,5.0,5.0,1,1,0,Raymond,93.0,0.0
260,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_gmc-savana-2500-diesel_887754,Rent my 2006 GMC Savana 2500 Diesel GMC Savana 2500 Diesel from $217/night | RVezy,260.0,Calgary,AB,,2006.0,GMC,Savana 2500 Diesel GMC Savana 2500 Diesel,20.0,220,,,,,217.0,1.0,0,1,100.0,3.5,,,,,,,1,1,0,Karolina,100.0,0.0
261,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_glampervan_bfa5ed,Rent my 2011 Glacier Campers Glampervan from $229/night | RVezy,261.0,Calgary,AB,,2011.0,Glacier,Campers Glampervan,22.0,222,,,,,229.0,500.0,1,0,,,,,,,,,0,0,0,Mandy,93.0,0.0
262,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_freeman-express-297-rlds_c6cdd5,Rent my 2014 Coachman freedom express Freeman express 297 rlds from $144/night | RVezy,262.0,Calgary,AB,Travel Trailer,2014.0,Coachman,freedom express Freeman express 297 rlds,35.0,635,2.0,6499.0,"2 5/16""",798.0,144.0,1.0,0,1,115.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,0,0,1,Kayla,100.0,0.0
263,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_toyhauler_forest-river_sandstorm_85890d,Rent my 2013 Forest River Sandstorm from $144/night | RVezy,263.0,Calgary,AB,Travel Trailer,2013.0,Forest,River Sandstorm,29.0,529,,7800.0,"2""",7800.0,144.0,1.0,1,1,100.0,2.0,,,4.0,3.0,4.0,5.0,0,0,1,Crystal,87.0,0.0
265,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_dodge_journey_3bbb76,Rent my 2009 Dodge Journey from $126/night | RVezy,265.0,Calgary,AB,,2009.0,Dodge,Journey,16.0,216,,,,,126.0,2.0,0,0,,,,,,,,,1,1,0,GT,100.0,0.0
267,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_tenttrailer_flagstaff_d265_d93be2,Rent my 2015 Flagstaff 265D from $104/night | RVezy,267.0,Calgary,AB,Travel Trailer,2015.0,Flagstaff,265D,26.0,826,1.0,2955.0,"2""",500.0,104.0,1.0,1,1,100.0,2.5,,,,,,,1,0,0,Michal,100.0,0.0
268,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_hideout_d3dde2,Sasha's Keystone Hideout Travel Trailer *new upgraded mattress*,268.0,Calgary,AB,Travel Trailer,,,,20.0,620,1.0,4300.0,"2 5/16""",615.0,,1.0,1,0,,,5.0,10.0,4.9,4.9,5.0,5.0,1,1,0,Sasha,100.0,1.0
269,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_23rb_6b0bad,Rent my 2018 Adventurer Manufacturing 23RB from $253/night | RVezy,269.0,Calgary,AB,Class C,2018.0,Adventurer,Manufacturing 23RB,23.0,523,,,,,253.0,1.0,0,1,,,5.0,3.0,5.0,5.0,5.0,5.0,0,0,0,Michael,100.0,1.0
270,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_317qbs,Rent my 2013 Dutchmen 317QBS from $150/night | RVezy,270.0,Calgary,AB,Travel Trailer,2013.0,Dutchmen,317QBS,33.0,1033,1.0,6800.0,"2 5/16""",963.0,150.0,1.0,0,0,,,4.9,22.0,4.9,4.8,4.9,5.0,0,0,0,Tania,100.0,1.0
272,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_no-boundaries-198,Rent my 2021 Forest River No Boundaries 19.8 from $125/night | RVezy,272.0,Calgary,AB,Travel Trailer,,,,22.0,522,1.0,3700.0,"2""",400.0,125.0,1.0,1,1,150.0,2.0,4.8,7.0,4.7,4.7,4.9,4.7,1,1,1,Jorge,100.0,1.0
273,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_aspen-trail_b1fcdb,Rent my 2015 Dutchmen Aspen trail from $161/night | RVezy,273.0,Calgary,AB,Travel Trailer,2015.0,Dutchmen,Aspen trail,28.0,828,1.0,6750.0,"2""",1200.0,161.0,1.0,1,1,250.0,2.5,,,,,,,1,1,1,PJ,85.0,0.0
274,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_boler_13-foot_2,Rent my 1976 Boler 13 Foot from $161/night | RVezy,221.0,Calgary,AB,Travel Trailer,1976.0,Boler,13 Foot,13.0,213,,1750.0,"2""",90.0,161.0,1.0,1,1,100.0,2.5,5.0,4.0,5.0,5.0,5.0,5.0,0,0,0,Corinna,100.0,1.0
277,https://www.rvezy.com/rv-rental/alberta_rocky-view-county_traveltrailer_traveltrailer_dutchmen_aspen-ridge,Rent my 2012 Dutchmen aspen ridge from $126/night | RVezy,276.0,Calgary,AB,Travel Trailer,2012.0,Dutchmen,aspen ridge,27.0,827,,4290.0,"2 5/16""",554.0,126.0,1.0,1,1,100.0,3.5,4.8,24.0,4.7,4.7,4.6,5.0,1,1,0,nick,93.0,1.0
280,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_trailmanor_tm2720_75ac57,Rent my 2008 TrailManor TM2720 from $115/night | RVezy,280.0,Calgary,AB,Travel Trailer,2008.0,TrailManor,TM2720,27.0,627,2.0,2960.0,"2""",346.0,115.0,1.0,0,1,250.0,2.0,,,,,,,0,0,0,Guan,100.0,0.0
281,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_bh170_608888,Rent my 2021 Dutchmen BH170 from $115/night | RVezy,203.0,Calgary,AB,Travel Trailer,2021.0,Dutchmen,BH170,21.0,221,,2950.0,"2 5/16""",150.0,115.0,1.0,1,0,,,,,,,,,0,0,1,Phong,100.0,1.0
283,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jayco-flight_e9625f,Rent my 2022 Jayco Jayco flight from $144/night | RVezy,102.0,Calgary,AB,Travel Trailer,2022.0,Jayco,Jayco flight,21.0,621,1.0,3500.0,"2""",375.0,144.0,500.0,1,0,,,,,,,,,0,0,0,Tom,100.0,1.0
284,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_four-winds_majestic-23a,MAJESTIC TOURISTER MOTORHOME - CLASS C SLEEPS 4 - LOCATED AT CALGARY,284.0,Calgary,AB,Class C,,,,23.0,423,,,,,,1.0,0,0,,,4.7,22.0,4.7,4.7,4.7,4.7,1,1,0,Siddharta,100.0,0.0
285,https://www.rvezy.com/rv-rental/alberta_drumheller_traveltrailer_traveltrailer_other_2017_47826b,Rent my 2017 Shadow Cruiser 2017 from $150/night | RVezy,285.0,Calgary,AB,Travel Trailer,2017.0,Shadow,Cruiser 2017,28.0,828,1.0,5370.0,"2""",605.0,150.0,1.0,1,0,,,,,,,,,1,1,1,Kevin,100.0,0.0
286,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_viking_178382,Rent my 2019 Forest River Viking from $144/night | RVezy,286.0,Calgary,AB,Travel Trailer,2019.0,Forest,River Viking,22.0,622,1.0,4557.0,"2 5/16""",8100.0,144.0,1.0,0,1,250.0,2.5,,,,,,,1,1,0,George,100.0,0.0
287,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_freedom-express_a871e6,Rent my 2020 Coachmen Freedom Express from $130/night | RVezy,287.0,Calgary,AB,Travel Trailer,2020.0,Coachmen,Freedom Express,25.0,625,1.0,5263.0,"1 7/8""",671.0,130.0,1.0,1,1,250.0,2.0,5.0,7.0,5.0,5.0,5.0,5.0,1,1,0,Micheal,100.0,1.0
288,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_yes_zinger-lite,Rent my 2020 YesL Zinger lite from $150/night | RVezy,288.0,Calgary,AB,Travel Trailer,2020.0,YesL,Zinger lite,27.0,427,1.0,5520.0,"1 7/8""",50.0,150.0,1.0,0,0,,,4.9,13.0,4.8,4.9,4.9,4.9,1,1,1,Ramon,100.0,0.0
289,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_heartland_sundance-qb-291_5d56cb,Magnificent Family Adventurer The Sundance Quad bunk (QB 291) Travel Trailer,289.0,Calgary,AB,Travel Trailer,,,,32.0,1032,1.0,7000.0,"2""",700.0,,1.0,1,1,150.0,2.0,,,,,,,1,1,1,Jeff,100.0,0.0
290,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_cherokee-light_4a577c,Rent my 2007 Forest River Cherokee light from $138/night | RVezy,290.0,Calgary,AB,Travel Trailer,2007.0,Forest,River Cherokee light,31.0,831,2.0,5780.0,"2""",580.0,138.0,1.0,1,0,,,,,,,,,1,1,1,Olha,100.0,0.0
291,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_catalina_489180,Rent my 2011 Coachmen Catalina from $109/night | RVezy,291.0,Calgary,AB,Travel Trailer,2011.0,Coachmen,Catalina,24.0,624,1.0,7000.0,"2 5/16""",590.0,109.0,1.0,1,1,300.0,2.5,,,,,,,1,1,1,L,100.0,0.0
292,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_gulf-stream_trail-boss-109ok_222718,Rent my 2025 Gulf Stream Trail Boss 109OK from $132/night | RVezy,292.0,Calgary,AB,Travel Trailer,2025.0,Gulf,Stream Trail Boss 109OK,12.0,212,,1510.0,"2 5/16""",240.0,132.0,1.0,1,1,250.0,2.0,,,5.0,5.0,5.0,5.0,0,0,0,Jordan,100.0,0.0
293,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_2006-motorhome-with-everything-for-your-rockies-adventure_majestic-28a,Large Motorhome with everything for your Rockies adventure,293.0,Calgary,AB,Class C,,,,29.0,829,,,,,,1.0,0,1,100.0,1.5,3.6,5.0,3.8,3.8,3.2,3.4,0,0,0,Khojema,93.0,0.0
294,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_thor-motor-coach_four-wind_39c35d,Rent my 2014 Ford Cutaway from $450/night | RVezy,294.0,Calgary,AB,Class C,2014.0,Ford,Cutaway,23.0,623,,,,,450.0,2.0,1,1,,,4.9,14.0,5.0,4.9,4.9,5.0,0,0,0,Kevin,100.0,0.0
298,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_grand-design_imagine-2400bh,Rent my 2023 Grand Design Imagine 2800BH from $178/night | RVezy,298.0,Calgary,AB,Travel Trailer,2023.0,Grand,Design Imagine 2800BH,28.0,828,1.0,8500.0,"2 5/16""",605.0,178.0,1.0,1,0,,,4.9,38.0,5.0,4.9,4.9,4.9,0,0,1,Jordan,93.0,1.0
300,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_apex,Rent my 2021 Coachmen Apex from $172/night | RVezy,300.0,Calgary,AB,Travel Trailer,2021.0,Coachmen,Apex,19.0,519,1.0,3600.0,"2 5/16""",428.0,172.0,1.0,0,1,200.0,2.0,5.0,14.0,5.0,4.9,4.9,5.0,1,1,1,Ryan,100.0,0.0
303,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_coachmen_2010-ford-,Rent my 2010 Coachmen 2010 Ford from $288/night | RVezy,250.0,Calgary,AB,Class C,2010.0,Coachmen,2010 Ford,25.0,625,,,,,288.0,1.0,1,1,50.0,2.25,4.9,30.0,4.9,4.9,4.7,4.9,1,1,0,Nerpaul,93.0,0.0
304,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic-leisure-craft_ford,Rent my 2016 Majestic Leisure Craft Ford from $288/night | RVezy,250.0,Calgary,AB,Class C,2016.0,Majestic,Leisure Craft Ford,23.0,623,,,,,288.0,1.0,1,1,50.0,2.25,4.8,33.0,4.9,4.8,4.6,4.9,1,1,0,Nerpaul,93.0,0.0
309,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_happier-camper_hc1,Rent my 2022 Happier Camper HC1 from $120/night | RVezy,75.0,Calgary,AB,Travel Trailer,2022.0,Happier,Camper HC1,13.0,213,,1500.0,"2""",150.0,120.0,1.0,1,0,,,5.0,10.0,5.0,5.0,5.0,5.0,0,1,1,Dallas,93.0,0.0
310,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_hybrid_rockwood_a122s,Rent my 2014 Forest River A122S from $115/night | RVezy,310.0,Calgary,AB,Travel Trailer,2014.0,Forest,River A122S,19.0,419,,1955.0,"2""",283.0,115.0,500.0,1,1,100.0,3.67,4.8,16.0,4.8,4.8,4.7,4.8,0,0,0,John,100.0,0.0
313,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_other_entegra-odyssey_6bad00,Rent my 2024 Jayco Entegra Odyssey from $322/night | RVezy,100.0,Calgary,AB,Class C,2024.0,Jayco,Entegra Odyssey,25.0,525,1.0,,,,322.0,1.0,0,1,150.0,5.0,,,5.0,5.0,5.0,5.0,0,0,0,Don,100.0,1.0
316,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_toyhauler_super-liteconquest_197bh,Rent my 2021 Super-lite/Conquest 197BH from $97/night | RVezy,,Calgary,AB,Travel Trailer,,,,22.0,522,,3663.0,"2""",638.0,97.0,500.0,1,0,,,4.8,49.0,4.9,4.8,4.8,4.7,0,1,0,,,
319,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_toyhauler_forest-river_vengeance_7cb2a4,Rent my 2021 Keystone Cougar Half-Ton from $150/night | RVezy,,Calgary,AB,Travel Trailer,2021.0,Keystone,Cougar Half-Ton,29.0,629,1.0,6200.0,"2 5/16""",800.0,150.0,1.0,0,1,,,5.0,16.0,5.0,4.9,5.0,5.0,0,0,1,,,
320,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_261bhs_98ccc7,Rent my 2014 Thor Motor Coach Dutchmen 261BHS from $172/night | RVezy,320.0,Calgary,AB,Travel Trailer,2014.0,Thor,Motor Coach Dutchmen 261BHS,32.0,1032,1.0,6500.0,"2 5/16""",800.0,172.0,1.0,0,1,125.0,3.0,,,,,,,1,1,0,Olesha,83.0,0.0
321,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_tenttrailer_jayco_jay-feather_46d37e,Rent my 2014 Jayco Jay feather from $115/night | RVezy,192.0,Calgary,AB,Travel Trailer,2014.0,Jayco,Jay feather,20.0,820,2.0,4283.0,"2 5/16""",4283.0,115.0,400.0,0,0,,,,,,,,,1,0,0,Kelly,53.0,0.0
322,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_thor-motor-coach_majestic_1,Rent my 2014 Thor Motor Coach Majestic from $236/night | RVezy,322.0,Calgary,AB,Class C,2014.0,Thor,Motor Coach Majestic,24.0,524,,,,,236.0,1.0,0,1,50.0,4.0,4.9,31.0,4.9,4.9,4.9,4.9,1,1,0,Thilak,100.0,0.0
323,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_overland-explorer-vehicles_gmc-savana-explorer_eae8a1,Rent my 2007 Overland Explorer Vehicles GMC SAVANA EXPLORER from $242/night | RVezy,260.0,Calgary,AB,,2007.0,Overland,Explorer Vehicles GMC SAVANA EXPLORER,18.0,218,,,,,242.0,1.0,0,1,150.0,3.5,,,,,,,1,1,0,Karolina,100.0,0.0
325,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_dodge_promaster_e80bf7,Rent my 2016 Dodge Promaster from $172/night | RVezy,325.0,Calgary,AB,,2016.0,Dodge,Promaster,12.0,212,,,,,172.0,1.0,1,0,,,,,,,,,1,1,0,Harman,100.0,0.0
327,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_2025-jay-flight-slx-265bhsw_577f8e,Rent my 2025 Jayco 2025 Jay Flight SLX 265BHSW from $172/night | RVezy,327.0,Calgary,AB,Travel Trailer,2025.0,Jayco,2025 Jay Flight SLX 265BHSW,31.0,831,1.0,7583.0,"2 5/16""",635.0,172.0,1.0,1,1,,,,,,,,,0,0,1,Maddy,100.0,0.0
328,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_other_four-winds_ce4fa8,Rent my 2018 Ford Thor Four Winds from $328/night | RVezy,328.0,Calgary,AB,Class C,2018.0,Ford,Thor Four Winds,31.0,831,2.0,,,,328.0,1.0,1,0,,,,,,,,,0,1,0,Angela,100.0,0.0
329,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_ford_e450_8fe2d5,Rent my 2011 Ford E450 from $229/night | RVezy,329.0,Calgary,AB,Class C,2011.0,Ford,E450,24.0,624,4.0,,,,229.0,999.0,0,1,100.0,2.5,,,,,,,0,0,0,Habiba,91.0,0.0
330,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_aerolite_282dbhs,Rent my 2014 Other 282DBHS from $144/night | RVezy,330.0,Calgary,AB,Travel Trailer,2014.0,Other,282DBHS,32.0,832,1.0,6000.0,"2 5/16""",846.0,144.0,1.0,1,0,,,5.0,23.0,5.0,5.0,5.0,5.0,1,1,0,Sonia,100.0,1.0
331,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classa_forest-river_georgetown-,Rent my 2014 Forest River Georgetown from $380/night | RVezy,331.0,Calgary,AB,Class A,2014.0,Forest,River Georgetown,34.0,634,3.0,,,,380.0,1.0,1,1,150.0,2.4,4.8,28.0,4.9,4.8,4.8,4.9,1,1,0,Sunil,100.0,1.0
332,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_cruise-lite_e375bb,Rent my 2018 Forest River Cruise Lite from $138/night | RVezy,332.0,Calgary,AB,Travel Trailer,2018.0,Forest,River Cruise Lite,21.0,421,,3200.0,"2""",434.0,138.0,1.0,1,0,,,,,,,,,1,1,0,Eric,100.0,0.0
333,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_airstream_interstate-gt_7a50a0,Rent my 2017 Airstream interstate GT from $350/night | RVezy,333.0,Calgary,AB,Class B,2017.0,Airstream,interstate GT,24.0,224,,,,,350.0,2.0,0,1,100.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,0,0,0,Glenn,91.0,0.0
334,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_ford_24-ds-adventurer_ab0667,Rent my 2018 Ford 24 DS Adventurer from $322/night | RVezy,,Calgary,AB,Class C,2018.0,Ford,24 DS Adventurer,24.0,624,1.0,,,,322.0,1.0,0,1,,,5.0,2.0,5.0,5.0,5.0,5.0,1,0,0,,,
336,https://www.rvezy.com/rv-rental/new-brunswick_saint-john_traveltrailer_tenttrailer_forest-river_rockwood-1910esp,Rent my 2018 Forest River Rockwood 1910ESP from $110/night | RVezy,336.0,Calgary,AB,Travel Trailer,2018.0,Forest,River Rockwood 1910ESP,20.0,620,2.0,2189.0,"2""",254.0,110.0,750.0,1,0,,,5.0,30.0,4.9,4.9,5.0,5.0,1,1,0,Nick,100.0,1.0
339,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_ford_transit_226903,Rent my 2022 Ford Transit from $207/night | RVezy,339.0,Calgary,AB,Class B,2022.0,Ford,Transit,19.0,219,,,,,207.0,1.0,1,0,,,5.0,2.0,5.0,5.0,5.0,5.0,0,0,0,Willy,100.0,0.0
340,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_tada_dad05f,Rent my 2009 Dutchmen TADA from $167/night | RVezy,340.0,Calgary,AB,Travel Trailer,2009.0,Dutchmen,TADA,18.0,318,,2200.0,"2""",145.0,167.0,1.0,0,1,50.0,1.5,5.0,6.0,5.0,5.0,5.0,5.0,1,1,0,Richard,93.0,1.0
