listing_id,url,title,host_id,location_city,location_province,rv_type,rv_year,rv_make,rv_model,length_ft,sleeps,num_slide_outs,weight_lbs,hitch_size,hitch_weight_lbs,base_price,security_deposit,pet_friendly,delivery_available,delivery_max_km,delivery_price_per_km,overall_rating,num_reviews,accuracy_rating,value_rating,cleanliness_rating,communication_rating,flexible_pickup,flexible_dropoff,towing_experience_required,host_name,response_rate,is_superhost
503,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_hybrid_r-vision-flier_f-18-bantam,Rent my 2004 R-Vision F-18 bantam from $114/night | RVezy,503.0,Calgary,AB,Travel Trailer,2004.0,R-Vision,F-18 bantam,18.0,618,2.0,3754.0,"2 5/16""",254.0,114.0,1.0,1,1,100.0,5.9,4.9,33.0,4.9,4.9,4.8,5.0,1,1,1,Francine,93.0,1.0
504,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_2020_d3aeef,Rent my 2020 Coachmen 2020 from $167/night | RVezy,504.0,Calgary,AB,Travel Trailer,2020.0,Coachmen,2020,26.0,526,1.0,4500.0,"2""",700.0,167.0,1.0,1,1,150.0,2.5,,,,,,,1,1,1,Hayley,100.0,0.0
506,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_gulf-stream_2021-northern-express-18-rbd,Rent my 2021 Gulf Stream 2021 Northern Express 18 RBD from $167/night | RVezy,506.0,Calgary,AB,Travel Trailer,2021.0,Gulf,Stream 2021 Northern Express 18 RBD,18.0,518,,3288.0,"2 5/16""",370.0,167.0,750.0,1,0,,,4.9,20.0,4.9,4.9,4.9,4.9,1,1,1,Anjelica,100.0,0.0
508,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_2017-ford-transit-high-top-converted-camper-van_ford-transit,Rent my 2017 Ford Ford Transit from $235/night | RVezy,,Calgary,AB,,2017.0,Ford,Ford Transit,22.0,222,,,,,235.0,1.0,0,0,,,5.0,39.0,5.0,5.0,5.0,5.0,1,1,0,,,
512,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_crossroads_sunset-trail,Rent my 2021 Crossroads Sunset Trail from $115/night | RVezy,512.0,Calgary,AB,Travel Trailer,2021.0,Crossroads,Sunset Trail,21.0,721,,3750.0,"2 5/16""",380.0,115.0,700.0,1,1,,,5.0,54.0,5.0,5.0,5.0,5.0,1,1,0,Yianni,100.0,1.0
513,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_2020_59e64f,Rent my 2020 Adventurer Manufacturing 2020 from $310/night | RVezy,513.0,Calgary,AB,Class C,2020.0,Adventurer,Manufacturing 2020,25.0,625,1.0,,,,310.0,1.0,0,0,,,4.6,21.0,4.6,4.7,4.8,4.3,0,0,0,Shaki,100.0,0.0
516,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_hideout_960d33,Rent my 2021 Keystone Hideout from $242/night | RVezy,516.0,Calgary,AB,Travel Trailer,2021.0,Keystone,Hideout,29.0,1029,1.0,6700.0,"2 5/16""",1000.0,242.0,1.0,0,1,200.0,2.5,4.8,7.0,4.7,4.6,4.9,4.9,1,1,1,Jazmine,93.0,1.0
520,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_catalina-summit-184bhs_3d8b44,Rent my 2021 Coachmen Catalina Summit 184BHS from $138/night | RVezy,520.0,Calgary,AB,Travel Trailer,2021.0,Coachmen,Catalina Summit 184BHS,23.0,823,1.0,5500.0,"2 5/16""",492.0,138.0,1.0,0,0,,,4.9,7.0,4.9,4.9,5.0,4.7,1,1,1,Tania,100.0,1.0
528,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_wolfpup-17jg-black-edition_87a950,Rent my 2020 Forest River Wolfpup 17JG Black Edition from $132/night | RVezy,528.0,Calgary,AB,Travel Trailer,2020.0,Forest,River Wolfpup 17JG Black Edition,17.0,617,1.0,3879.0,"2""",430.0,132.0,1.0,1,1,200.0,2.5,5.0,2.0,5.0,5.0,5.0,5.0,1,1,0,Heather,100.0,1.0
531,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_springdale-1400re_b5f34d,Rent my 2025 Keystone Springdale 1400RE from $184/night | RVezy,531.0,Calgary,AB,Travel Trailer,2025.0,Keystone,Springdale 1400RE,16.0,316,,3800.0,"2 5/16""",330.0,184.0,1.0,1,1,50.0,2.0,,,,,,,0,0,1,Aaron,100.0,0.0
532,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_ultralite_a7ca77,Rent my 2016 MPG Ultralite from $150/night | RVezy,,Calgary,AB,Travel Trailer,2016.0,MPG,Ultralite,26.0,526,1.0,6500.0,"2 5/16""",700.0,150.0,1.0,1,1,250.0,2.4,,,,,,,1,1,1,,,
533,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_skyline_weekender,Rent my 2013 Skyline Weekender from $115/night | RVezy,,Calgary,AB,Travel Trailer,2013.0,Skyline,Weekender,18.0,518,,2650.0,"2 5/16""",325.0,115.0,1.0,0,1,,,5.0,38.0,5.0,5.0,5.0,5.0,1,1,0,,,
534,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_other_ford-e-250-van_615851,Rent my 2010 2010 Ford E250 Van Ford E 250 Van from $207/night | RVezy,534.0,Calgary,AB,,,,,17.0,217,,,,,207.0,800.0,1,0,,,,,,,,,0,0,0,Carol,100.0,0.0
535,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_other_c-class_3cf08f,Rent my 2014 Ford Majestic from $288/night | RVezy,535.0,Calgary,AB,Class C,2014.0,Ford,Majestic,24.0,624,,,,,288.0,1.0,1,1,400.0,2.5,,,,,,,0,0,0,Tara,100.0,0.0
538,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jaylight-slx-174bh-baja_7d1b44,Rent my 2023 Jayco Jaylight slx 174bh baja from $150/night | RVezy,538.0,Calgary,AB,Travel Trailer,2023.0,Jayco,Jaylight slx 174bh baja,21.0,521,,3140.0,"2 5/16""",310.0,150.0,1.0,0,0,,,5.0,2.0,5.0,5.0,5.0,5.0,1,1,1,Regienald,100.0,0.0
539,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_hideout_e4677a,Rent my 2024 Keystone Hideout from $138/night | RVezy,539.0,Calgary,AB,Travel Trailer,2024.0,Keystone,Hideout,30.0,830,1.0,6171.0,"2""",810.0,138.0,1.0,1,0,,,,,5.0,5.0,5.0,5.0,0,0,1,Tammy,100.0,0.0
540,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_greyhawk-27u_c441ad,Travel in Comfort & Style: Carol’s Upscale Motor Home Awaits You!,540.0,Calgary,AB,Class C,,,,30.0,630,2.0,,,,,1.0,1,1,250.0,2.5,,,5.0,5.0,5.0,5.0,0,0,0,CAROL,100.0,1.0
541,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_adventurer-manufacturing_okanagan-tribute_fb8bbe,Rent my 2019 Adventurer Manufacturing Okanagan Tribute from $328/night | RVezy,,Calgary,AB,Class B,2019.0,Adventurer,Manufacturing Okanagan Tribute,22.0,222,,,,,328.0,2.0,1,1,50.0,2.5,24.9,17.0,4.9,4.7,4.8,5.0,0,0,0,,,
543,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_tenttrailer_fleetwood_americana_986ed8,Rent my 2007 Fleetwood Americana from $80/night | RVezy,543.0,Calgary,AB,Travel Trailer,2007.0,Fleetwood,Americana,25.0,625,1.0,2500.0,"2""",165.0,80.0,750.0,1,1,100.0,2.5,,,,,,,1,1,1,Kasey,100.0,0.0
546,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_thor-motor-coach_28a_db9bb5,Rent my 2018 Thor Motor Coach 28A from $230/night | RVezy,546.0,Calgary,AB,Class C,2018.0,Thor,Motor Coach 28A,30.0,830,,,,,230.0,2.0,1,0,,,5.0,2.0,5.0,5.0,5.0,5.0,1,1,0,Jollan,100.0,0.0
548,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_10e293,Rent my 2022 Jayco Melbourne from $331/night | RVezy,397.0,Calgary,AB,Class C,2022.0,Jayco,Melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.9,4.0,5.0,5.0,5.0,4.5,0,0,0,Yang,100.0,1.0
549,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne,Rent my 2022 Jayco Melbourne from $331/night | RVezy,397.0,Calgary,AB,Class C,2022.0,Jayco,Melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.8,17.0,4.9,4.8,4.8,4.9,0,0,0,Yang,100.0,1.0
550,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_traveling-companion-on-wheels-_magical-majestic-fun-times,Rent my 2012 TRAVELING COMPANION ON WHEELS – MAGICAL MAJESTIC FUN TIMES… from $228/night | RVezy,400.0,Calgary,AB,Class C,,,,25.0,525,,,,,228.0,3.0,0,0,,,5.0,32.0,5.0,4.9,5.0,5.0,0,0,0,Torrine,100.0,1.0
551,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_white-hawk-ultra-lite_005985,Rent my 2015 Jayco white hawk ultra lite from $161/night | RVezy,551.0,Calgary,AB,Travel Trailer,2015.0,Jayco,white hawk ultra lite,23.0,623,1.0,4710.0,"2""",505.0,161.0,1.0,1,1,,,5.0,2.0,5.0,5.0,5.0,5.0,1,1,1,mark,100.0,1.0
552,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_coachmen_apex-nano-185bh_027cfb,Rent my 2015 Coachmen Apex Nano 185BH from $100/night | RVezy,552.0,Calgary,AB,Travel Trailer,2015.0,Coachmen,Apex Nano 185BH,20.0,620,,3000.0,"2 5/16""",400.0,100.0,1.0,0,0,,,4.9,29.0,4.9,5.0,4.9,5.0,1,0,0,Christine,100.0,0.0
553,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_flagstaff_e-pro-15tb,Rent my 2022 Flagstaff E-PRO 15TB from $125/night | RVezy,553.0,Calgary,AB,Travel Trailer,2022.0,Flagstaff,E-PRO 15TB,15.0,315,,2667.0,"2 5/16""",357.0,125.0,1.0,1,1,200.0,2.5,5.0,20.0,5.0,5.0,5.0,5.0,0,0,0,Tiago,93.0,1.0
557,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_mercedes-benz_sprinter_dd4baf,Rent my 2008 Mercedes-Benz Sprinter from $275/night | RVezy,557.0,Calgary,AB,,2008.0,Mercedes-Benz,Sprinter,23.0,223,,,,,275.0,1.0,1,1,200.0,1.0,4.9,13.0,4.8,4.8,4.9,4.9,1,1,0,Ben,100.0,1.0
558,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_181bh_96f9b9,Rent my 2018 Kz sportsmen 181bh from $132/night | RVezy,558.0,Calgary,AB,Travel Trailer,2018.0,Kz,sportsmen 181bh,21.0,621,1.0,2880.0,"2""",340.0,132.0,1.0,1,1,100.0,2.0,4.9,3.0,5.0,5.0,4.7,5.0,0,0,1,Jing,100.0,1.0
560,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_winnebago_micro-minnie,Rent my 2017 Winnebago Micro Minnie from $132/night | RVezy,,Calgary,AB,Travel Trailer,2017.0,Winnebago,Micro Minnie,17.0,417,,4000.0,"2""",400.0,132.0,1.0,0,1,,,5.0,24.0,5.0,5.0,5.0,5.0,1,1,0,,,
561,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_outback_66af42,Rent my 2022 Keystone Outback from $161/night | RVezy,423.0,Calgary,AB,Travel Trailer,2022.0,Keystone,Outback,23.0,723,1.0,4950.0,"2 5/16""",450.0,161.0,1.0,1,0,,,4.9,2.0,5.0,5.0,4.5,5.0,1,1,1,Ryker,100.0,1.0
562,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_outback_388518,Rent my 2025 Gulf Stream Kingsport 192DS from $155/night | RVezy,562.0,Calgary,AB,Travel Trailer,2025.0,Gulf,Stream Kingsport 192DS,22.0,622,1.0,3705.0,"2 5/16""",390.0,155.0,1.0,0,1,100.0,2.5,,,5.0,5.0,5.0,5.0,1,1,1,Rozil,100.0,0.0
564,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit_1,Rent my 2017 Ford Transit from $224/night | RVezy,564.0,Calgary,AB,,2017.0,Ford,Transit,22.0,222,,,,,224.0,1.0,1,0,,,4.9,33.0,4.9,4.9,4.9,4.9,0,0,0,Erin,100.0,1.0
565,https://www.rvezy.com/rv-rental/alberta_aldersyde_traveltrailer_traveltrailer_grand-design_imagine-23bhe_48a8d6,Rent my 2023 Grand Design Imagine XLS 23BHE from $207/night | RVezy,565.0,Calgary,AB,Travel Trailer,2023.0,Grand,Design Imagine XLS 23BHE,27.0,827,1.0,5325.0,"2 5/16""",504.0,207.0,800.0,0,1,400.0,2.5,,,5.0,5.0,5.0,5.0,0,0,0,Artem,100.0,0.0
567,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_2018_3c1743,Sleeps 10 | 55” Theater Projector | SUV Towable Jayco X23F Hybrid Trailer | Starlink WiFi Available | Kids and Pets Friendly,567.0,Calgary,AB,Travel Trailer,,,,24.0,10,4.0,4610.0,"2 5/16""",553.0,,800.0,1,1,200.0,3.2,4.9,2.0,5.0,4.5,5.0,5.0,1,1,1,Ally,93.0,1.0
568,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_x17z_0133df,Kids and Pets Friendly SUV towable Jayco X17Z with Theater projector 📽️ Solar Powered Off Grid Ready,567.0,Calgary,AB,Travel Trailer,,,,19.0,619,2.0,3021.0,"2""",375.0,,800.0,1,1,120.0,3.2,,,4.0,5.0,5.0,4.0,1,1,1,Ally,93.0,1.0
569,https://www.rvezy.com/rv-rental/alberta_de-winton_traveltrailer_traveltrailer_jayco_2018_2ed1cb,Family and Kids Friendly SUV towable Jayco 16XRB Travel Trailer: With Theater Projector and Games,567.0,Calgary,AB,Travel Trailer,,,,19.0,619,2.0,2832.0,"2""",350.0,,750.0,1,1,160.0,3.2,5.0,8.0,5.0,4.9,5.0,5.0,1,0,1,Ally,93.0,1.0
570,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_forest-river_cherokee-grey-wolf-black-label_2788e9,Rent my 2022 Forest River Cherokee Grey Wolf Black Label from $150/night | RVezy,570.0,Calgary,AB,Travel Trailer,2022.0,Forest,River Cherokee Grey Wolf Black Label,29.0,529,1.0,5431.0,"2""",608.0,150.0,1.0,1,1,250.0,2.5,5.0,16.0,4.9,5.0,5.0,5.0,1,1,1,MARVEL,100.0,1.0
571,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_tenttrailer_starcraft_comet_1,Rent my 2015 Starcraft Comet from $102/night | RVezy,571.0,Calgary,AB,Travel Trailer,2015.0,Starcraft,Comet,18.0,418,,3250.0,"2""",235.0,102.0,1.0,1,1,300.0,3.5,5.0,76.0,5.0,5.0,5.0,5.0,1,1,0,HIAT,93.0,1.0
572,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_sunseeker-_be08b7,Rent my 2011 Forest River Sunseeker from $230/night | RVezy,438.0,Calgary,AB,Class C,2011.0,Forest,River Sunseeker,28.0,728,1.0,,,,230.0,500.0,0,1,,,4.5,18.0,4.7,4.3,4.7,4.2,1,1,0,Julia,100.0,0.0
573,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_sunseeker-_af7206,Rent my 2019 Forest River Sunseeker from $230/night | RVezy,438.0,Calgary,AB,Class C,2019.0,Forest,River Sunseeker,24.0,624,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.7,15.0,4.7,4.7,4.8,4.8,1,1,0,Julia,100.0,0.0
574,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_sunseeker-,Rent my 2020 Forest River Sunseeker from $230/night | RVezy,438.0,Calgary,AB,Class C,2020.0,Forest,River Sunseeker,24.0,624,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.8,18.0,4.8,4.6,4.8,4.8,1,1,0,Julia,100.0,0.0
575,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_winnebago_winnebago-access-,Rent my 2007 Winnebago Winnebago access from $230/night | RVezy,438.0,Calgary,AB,Class C,2007.0,Winnebago,Winnebago access,29.0,829,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.7,17.0,4.7,4.7,4.8,4.5,1,1,0,Julia,100.0,0.0
576,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_majestic-leisure-craft_cutaway_80549a,Rent my 2012 Majestic Leisure Craft Cutaway from $230/night | RVezy,438.0,Calgary,AB,Class C,2012.0,Majestic,Leisure Craft Cutaway,24.0,624,,,,,230.0,500.0,0,1,100.0,2.5,4.8,11.0,4.9,4.6,5.0,4.7,1,1,0,Julia,100.0,0.0
577,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_mercedes-_sprinter,Rent my 2008 Mercedes-Benz Sprinter from $245/night | RVezy,447.0,Calgary,AB,Class C,2008.0,Mercedes-Benz,Sprinter,24.0,424,1.0,,,,245.0,1.0,0,0,,,4.9,29.0,4.9,4.9,4.9,4.9,1,1,0,ROMAN,100.0,1.0
578,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_winnebago_hike_64dbd5,Rent my 2022 Winnebago Hike from $130/night | RVezy,578.0,Calgary,AB,Travel Trailer,2022.0,Winnebago,Hike,20.0,420,1.0,4200.0,"2 5/16""",640.0,130.0,1.0,1,1,100.0,2.5,4.9,4.0,5.0,4.8,5.0,4.8,0,0,1,Krista,100.0,1.0
585,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_adventurer-m-23rb_be37e2,Rent my 2018 Adventurer Manufacturing Adventurer M-23RB from $229/night | RVezy,464.0,Calgary,AB,Class C,2018.0,Adventurer,Manufacturing Adventurer M-23RB,23.0,623,,,,,229.0,1.0,1,0,,,,,,,,,1,1,0,Stephen,100.0,1.0
586,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_ford-alp-adventurer-23rb_13e11e,Rent my 2017 Adventurer Manufacturing Ford ALP ADVENTURER 23RB from $171/night | RVezy,464.0,Calgary,AB,Class C,2017.0,Adventurer,Manufacturing Ford ALP ADVENTURER 23RB,23.0,623,,,,,171.0,1.0,1,0,,,5.0,2.0,5.0,5.0,5.0,5.0,1,1,0,Stephen,100.0,1.0
587,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_ge821-kpf_7da014,2020 Yetti Grand Escape: Experience the Great Outdoors with Starlink,587.0,Calgary,AB,Travel Trailer,,,,21.0,821,,5875.0,"2""",800.0,,500.0,1,1,400.0,3.0,4.7,4.0,5.0,4.3,4.5,5.0,0,0,1,YING,100.0,1.0
588,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_forest-river_sunseeker-2300cd_b45ded,Fleet #C4 The most Zippy Class C for happy campers travelling in Canada!,464.0,Calgary,AB,Class C,,,,24.0,624,,,,,,1.0,1,0,,,,,5.0,5.0,5.0,5.0,1,1,0,Stephen,100.0,1.0
590,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_332bhk_a75abe,Wonderful KZ Connect C332BHK Travel Trailer with Starlink,587.0,Calgary,AB,Travel Trailer,,,,38.0,1038,2.0,8800.0,"2 5/16""",995.0,,500.0,1,1,400.0,3.5,4.6,13.0,4.5,4.6,4.5,4.7,0,0,1,YING,100.0,1.0
592,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_pleasure-way_tofino_1751a0,Ram Promaster - Pleasureway Tofino Pop Top Full Camper- Sleeps 4!,112.0,Calgary,AB,Class B,,,,18.0,4,,,,,,1.0,1,1,150.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,1,1,0,Mark,100.0,0.0
595,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_fleetwood_wilderness_d09f6c,Rent my 1997 Fleetwood wilderness from $75/night | RVezy,374.0,Calgary,AB,Travel Trailer,1997.0,Fleetwood,wilderness,19.0,419,,4000.0,"2 5/16""",750.0,75.0,1.0,1,1,550.0,2.5,,,,,,,1,1,0,Yasir,100.0,0.0
596,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_2016-ford-transit-t-350-hd_2016-ford-transit-t-350-hd_0e922b,Krish's 2016 FORD TRANSIT T-350 HD 2016 FORD TRANSIT T-350 HD Class C,596.0,Calgary,AB,Class C,,,,23.0,523,,,,,,10.0,0,1,50.0,2.0,4.9,2.0,5.0,5.0,4.5,5.0,0,0,0,Sumeet,100.0,1.0
597,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_riverside-rv_retro_9f9361,Rent my 2021 Riverside RV Retro from $86/night | RVezy,597.0,Calgary,AB,Travel Trailer,2021.0,Riverside,RV Retro,16.0,216,,2530.0,"2""",210.0,86.0,1.0,1,1,150.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,0,0,0,Holly,100.0,1.0
599,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_forest-river_sunseeker-_d82779,Rent my 2011 Forest River Sunseeker from $228/night | RVezy,438.0,Calgary,AB,Class C,2011.0,Forest,River Sunseeker,27.0,727,1.0,,,,228.0,500.0,0,1,,,,,,,,,1,1,0,Julia,100.0,0.0
600,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_thor-motor-coach_adventurer_89f497,Rent my 2018 Thor Motor Coach Adventurer from $180/night | RVezy,600.0,Calgary,AB,Class C,2018.0,Thor,Motor Coach Adventurer,23.0,623,,,,,180.0,1.0,1,0,,,,,,,,,1,1,0,Dennis,100.0,0.0
601,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_evergreen_igo-pro-291bbs_e2cedf,Rent my 2016 Evergreen IGO Pro 291BBS from $150/night | RVezy,,Calgary,AB,Travel Trailer,2016.0,Evergreen,IGO Pro 291BBS,32.0,632,1.0,5450.0,"2""",656.0,150.0,1.0,1,1,100.0,2.5,,,,,,,1,0,1,,,
