host_id,name,joined_year,response_rate,is_superhost,listing_id,url,title,host_id,location_city,location_province,rv_type,rv_year,rv_make,rv_model,length_ft,sleeps,num_slide_outs,weight_lbs,hitch_size,hitch_weight_lbs,base_price,security_deposit,pet_friendly,delivery_available,delivery_max_km,delivery_price_per_km,overall_rating,num_reviews,accuracy_rating,value_rating,cleanliness_rating,communication_rating,flexible_pickup,flexible_dropoff,towing_experience_required,host_total_listings
335,Stacey,2019,100,1,584,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_jayco_jay-flight-slx-184_b0cc85,Rent my 2022 Jayco Jay Flight SLX 184 from $110/night | RVezy,335,Airdrie,AB,Travel Trailer,2022.0,Jayco,Jay Flight SLX 184,21.0,521,1.0,3420.0,"2 5/16""",375.0,110.0,1.0,1,0,,,1845.0,11.0,5.0,4.9,5.0,5.0,1,1,0,4
335,Stacey,2019,100,1,583,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_jayco_jayflight-slx-175,Rent my 2021 Jayco Jayflight 174 from $105/night | RVezy,335,Airdrie,AB,Travel Trailer,2021.0,Jayco,Jayflight 174,21.0,421,,3045.0,"2""",300.0,105.0,1.0,1,0,,,5.0,56.0,5.0,4.9,5.0,5.0,1,1,0,4
335,Stacey,2019,100,1,461,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_jayco_jay-flight_2,Rent my 2021 Jayco Jay Flight from $95/night | RVezy,335,Airdrie,AB,Travel Trailer,2021.0,Jayco,Jay Flight,18.0,418,,2645.0,"2""",333.0,95.0,1.0,1,0,,,5.0,22.0,5.0,5.0,5.0,5.0,1,1,0,4
362,John,2020,86,1,362,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_gnome-homes_gob,Rent my 2022 Other GOB from $109/night | RVezy,362,Airdrie,AB,Travel Trailer,2022.0,Other,GOB,9.0,29,,1378.0,"2""",175.0,109.0,1.0,0,0,,,5.0,16.0,5.0,4.8,5.0,5.0,0,0,0,2
362,John,2020,86,1,364,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_microtrailer_other_gob-2023_8eb450,Rent my 2023 Other GOB 2023 from $98/night | RVezy,362,Airdrie,AB,Travel Trailer,2023.0,Other,GOB 2023,9.0,29,,1375.0,"2""",150.0,98.0,1.0,0,0,,,4.9,14.0,4.9,4.9,4.9,4.9,0,0,0,2
374,Yasir,2025,100,0,374,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_eagle_c81a1c,Rent my 1994 Jayco Eagle from $85/night | RVezy,374,Calgary,AB,Travel Trailer,1994.0,Jayco,Eagle,24.0,624,,5250.0,"2 5/16""",400.0,85.0,1.0,1,1,550.0,2.5,,,,,,,1,1,0,2
374,Yasir,2025,100,0,595,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_fleetwood_wilderness_d09f6c,Rent my 1997 Fleetwood wilderness from $75/night | RVezy,374,Calgary,AB,Travel Trailer,1997.0,Fleetwood,wilderness,19.0,419,,4000.0,"2 5/16""",750.0,75.0,1.0,1,1,550.0,2.5,,,,,,,1,1,0,2
383,Geoff,2025,100,0,396,https://www.rvezy.com/rv-rental/alberta_cochrane_traveltrailer_traveltrailer_coachmen_2024-coachmen-apex-ultra-lite-256bhs-_c29ced,Rent my 2024 Coachmen 2024 Coachmen Apex Ultra-Lite 256BHS from $201/night | RVezy,383,Cochrane,AB,Travel Trailer,2024.0,Coachmen,2024 Coachmen Apex Ultra-Lite 256BHS,30.0,830,1.0,5472.0,"2 5/16""",694.0,201.0,1.0,0,1,200.0,2.5,,,,,,,1,1,1,2
383,Geoff,2025,100,0,383,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_fleetwood_mallard_0f491b,Rent my 2001 Fleetwood Mallard from $115/night | RVezy,383,Calgary,AB,Travel Trailer,2001.0,Fleetwood,Mallard,24.0,424,1.0,3500.0,"2 5/16""",453.0,115.0,1.0,1,0,,,,,,,,,1,1,0,2
393,Shane,2024,100,1,393,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_dutchmen_lite_92c05d,Rent my 2011 Dutchmen lite from $126/night | RVezy,393,Calgary,AB,Travel Trailer,2011.0,Dutchmen,lite,30.0,730,1.0,5476.0,"2""",676.0,126.0,1.0,0,1,200.0,2.0,4.9,7.0,5.0,4.7,4.7,5.0,0,0,1,2
393,Shane,2024,100,1,406,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_airstream_basecamp_75320e,Rent my 2018 Airstream Basecamp from $114/night | RVezy,393,Calgary,AB,Travel Trailer,2018.0,Airstream,Basecamp,16.0,216,,2650.0,"2 5/16""",410.0,114.0,1.0,0,0,,,4.9,4.0,4.8,4.8,5.0,5.0,0,0,1,2
397,Yang,2021,100,1,397,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_279f5f,Rent my 2022 Jayco melbourne from $331/night | RVezy,397,Calgary,AB,Class C,2022.0,Jayco,melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.8,4.0,4.8,4.8,4.8,4.8,0,0,0,3
397,Yang,2021,100,1,548,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_10e293,Rent my 2022 Jayco Melbourne from $331/night | RVezy,397,Calgary,AB,Class C,2022.0,Jayco,Melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.9,4.0,5.0,5.0,5.0,4.5,0,0,0,3
397,Yang,2021,100,1,549,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne,Rent my 2022 Jayco Melbourne from $331/night | RVezy,397,Calgary,AB,Class C,2022.0,Jayco,Melbourne,25.0,525,1.0,,,,331.0,2.0,1,0,,,4.8,17.0,4.9,4.8,4.8,4.9,0,0,0,3
400,Torrine,2018,100,1,550,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_traveling-companion-on-wheels-_magical-majestic-fun-times,Rent my 2012 TRAVELING COMPANION ON WHEELS – MAGICAL MAJESTIC FUN TIMES… from $228/night | RVezy,400,Calgary,AB,Class C,,,,25.0,525,,,,,228.0,3.0,0,0,,,5.0,32.0,5.0,4.9,5.0,5.0,0,0,0,2
400,Torrine,2018,100,1,400,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic_23a,DARE TO TRAVEL WITH THE BEST! – MAJICAL FUN TIMES WAITING FOR YOUR NEXT ADVENTURE,400,Calgary,AB,Class C,,,,27.0,727,2.0,,,,,3.0,0,0,,,5.0,30.0,5.0,5.0,5.0,5.0,0,0,0,2
415,Corey,2021,93,1,415,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_class-c-23rb_ec80c5,Rent my 2017 Adventurer Manufacturing Class C 23RB from $259/night | RVezy,415,Calgary,AB,Class C,2017.0,Adventurer,Manufacturing Class C 23RB,23.0,623,,,,,259.0,1.0,1,1,100.0,5.0,4.9,20.0,5.0,4.9,4.8,5.0,0,0,0,2
415,Corey,2021,93,1,416,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_24ds_db088b,Rent my 2020 Adventurer Manufacturing 24DS from $259/night | RVezy,415,Calgary,AB,Class C,2020.0,Adventurer,Manufacturing 24DS,25.0,625,1.0,,,,259.0,1.0,1,1,100.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,0,0,0,2
421,HAO,2023,100,1,421,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-connect_01e38e,Rent my 2011 Ford Transit connect from $161/night | RVezy,421,Calgary,AB,,2011.0,Ford,Transit connect,14.0,314,,,,,161.0,500.0,0,1,40.0,2.5,,,5.0,5.0,5.0,5.0,0,0,0,2
421,HAO,2023,100,1,422,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_truckcamper_ford_transit_507ab8,Rent my 2011 Ford Transit from $161/night | RVezy,421,Calgary,AB,,2011.0,Ford,Transit,14.0,414,,,,,161.0,500.0,0,1,50.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,2
423,Ryker,2018,100,1,561,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_keystone_outback_66af42,Rent my 2022 Keystone Outback from $161/night | RVezy,423,Calgary,AB,Travel Trailer,2022.0,Keystone,Outback,23.0,723,1.0,4950.0,"2 5/16""",450.0,161.0,1.0,1,0,,,4.9,2.0,5.0,5.0,4.5,5.0,1,1,1,2
423,Ryker,2018,100,1,423,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_fifthwheel_heartland_torque-ss_828079,Rent my 2013 Heartland Torque ss from $135/night | RVezy,423,Calgary,AB,Travel Trailer,2013.0,Heartland,Torque ss,39.0,839,3.0,12250.0,,,135.0,1.0,1,0,,,,,,,,,0,0,1,2
426,Becky,2020,100,1,426,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jayflight-swift,The perfect FAMILY FRIENDLY trailer!! Double over double bunk beds! Becky's Jayco JayFlight Swift Travel Trailer,426,Calgary,AB,Travel Trailer,,,,26.0,826,,4352.0,"2 5/16""",500.0,,1.0,1,1,150.0,2.5,4.8,4.0,5.0,5.0,4.3,5.0,1,1,1,2
426,Becky,2020,100,1,428,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_whitehawk_fab542,"All you need to do is show up! FULLY STOCKED, FAMILY FRIENDLY like new 31’ with 2 slides Jayco WhiteHawk trailer!",426,Calgary,AB,Travel Trailer,,,,31.0,1031,2.0,7775.0,"2 5/16""",795.0,,1.0,1,1,250.0,2.5,,,,,,,1,1,1,2
436,Junjie,2021,100,0,436,https://www.rvezy.com/rv-rental/alberta_cochrane_motorhome_campervan_ford_e250_5876c4,Rent my 2012 Ford E250 from $140/night | RVezy,436,Cochrane,AB,,2012.0,Ford,E250,18.0,218,,,,,140.0,1.0,0,0,,,,,,,,,0,0,0,2
436,Junjie,2021,100,0,437,https://www.rvezy.com/rv-rental/alberta_cochrane_motorhome_campervan_other_3500ls_61a8b1,Rent my 2006 Chevrolet 3500LS from $128/night | RVezy,436,Cochrane,AB,,2006.0,Chevrolet,3500LS,21.0,221,,,,,128.0,1.0,0,0,,,,,,,,,0,0,0,2
438,Julia,2022,100,0,438,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_2010-forest-river-sunseeker-,Rent my 2010 Forest River Sunseeker from $230/night | RVezy,438,Calgary,AB,Class C,2010.0,Forest,River Sunseeker,27.0,727,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.7,29.0,4.6,4.6,4.7,4.7,1,1,0,7
438,Julia,2022,100,0,572,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_sunseeker-_be08b7,Rent my 2011 Forest River Sunseeker from $230/night | RVezy,438,Calgary,AB,Class C,2011.0,Forest,River Sunseeker,28.0,728,1.0,,,,230.0,500.0,0,1,,,4.5,18.0,4.7,4.3,4.7,4.2,1,1,0,7
438,Julia,2022,100,0,573,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_sunseeker-_af7206,Rent my 2019 Forest River Sunseeker from $230/night | RVezy,438,Calgary,AB,Class C,2019.0,Forest,River Sunseeker,24.0,624,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.7,15.0,4.7,4.7,4.8,4.8,1,1,0,7
438,Julia,2022,100,0,574,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_forest-river_sunseeker-,Rent my 2020 Forest River Sunseeker from $230/night | RVezy,438,Calgary,AB,Class C,2020.0,Forest,River Sunseeker,24.0,624,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.8,18.0,4.8,4.6,4.8,4.8,1,1,0,7
438,Julia,2022,100,0,575,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_winnebago_winnebago-access-,Rent my 2007 Winnebago Winnebago access from $230/night | RVezy,438,Calgary,AB,Class C,2007.0,Winnebago,Winnebago access,29.0,829,1.0,,,,230.0,500.0,0,1,100.0,2.5,4.7,17.0,4.7,4.7,4.8,4.5,1,1,0,7
438,Julia,2022,100,0,576,https://www.rvezy.com/rv-rental/alberta_edmonton_motorhome_classc_majestic-leisure-craft_cutaway_80549a,Rent my 2012 Majestic Leisure Craft Cutaway from $230/night | RVezy,438,Calgary,AB,Class C,2012.0,Majestic,Leisure Craft Cutaway,24.0,624,,,,,230.0,500.0,0,1,100.0,2.5,4.8,11.0,4.9,4.6,5.0,4.7,1,1,0,7
438,Julia,2022,100,0,599,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_forest-river_sunseeker-_d82779,Rent my 2011 Forest River Sunseeker from $228/night | RVezy,438,Calgary,AB,Class C,2011.0,Forest,River Sunseeker,27.0,727,1.0,,,,228.0,500.0,0,1,,,,,,,,,1,1,0,7
445,Fakhra,2023,100,1,446,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_majestic-leisure-craft_majestic_6bd569,Rent my 2006 Ford Majestic from $259/night | RVezy,445,Airdrie,AB,Class C,2006.0,Ford,Majestic,30.0,630,,,,,259.0,1.0,1,1,250.0,3.0,4.9,11.0,5.0,4.9,4.8,5.0,0,0,0,2
445,Fakhra,2023,100,1,445,https://www.rvezy.com/rv-rental/alberta_airdrie_traveltrailer_traveltrailer_forest-river_rockwood-ultra-light_b26021,Rent my 2010 Forest River Rockwood Ultra Light from $137/night | RVezy,445,Airdrie,AB,Travel Trailer,2010.0,Forest,River Rockwood Ultra Light,27.0,627,1.0,4732.0,"2""",505.0,137.0,1.0,1,1,450.0,3.0,4.8,4.0,4.8,5.0,4.5,4.8,0,0,1,2
447,ROMAN,2020,100,1,450,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_jayco_melbourne_d6c09c,Rent my 2017 Jayco Melbourne from $328/night | RVezy,447,Calgary,AB,Class C,2017.0,Jayco,Melbourne,25.0,625,1.0,,,,328.0,1.0,0,0,,,,,,,,,0,0,0,4
447,ROMAN,2020,100,1,449,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_mercedes-sprinter_winnebago-view,Rent my 2008 Mercedes-Benz Winnebago View from $282/night | RVezy,447,Calgary,AB,Class C,2008.0,Mercedes-Benz,Winnebago View,24.0,624,,,,,282.0,1.0,1,0,,,4.9,22.0,5.0,4.9,4.9,4.9,1,1,0,4
447,ROMAN,2020,100,1,577,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_mercedes-_sprinter,Rent my 2008 Mercedes-Benz Sprinter from $245/night | RVezy,447,Calgary,AB,Class C,2008.0,Mercedes-Benz,Sprinter,24.0,424,1.0,,,,245.0,1.0,0,0,,,4.9,29.0,4.9,4.9,4.9,4.9,1,1,0,4
447,ROMAN,2020,100,1,447,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classb_mercedes-sprinter_leisure-travel-feespirit-210,"Rent my 2005 Mercedes-Benz Leisure Travel, FeeSpirit 210 from $235/night | RVezy",447,Calgary,AB,Class B,,,,23.0,323,,,,,235.0,1.0,0,0,,,4.9,16.0,4.9,4.9,4.9,4.9,0,0,0,4
455,Robert,2022,100,1,579,https://www.rvezy.com/rv-rental/alberta_airdrie_motorhome_classc_other_24ds_da53fd,Rent my 2019 Ford 24DS from $339/night | RVezy,455,Airdrie,AB,Class C,2019.0,Ford,24DS,26.0,626,1.0,,,,339.0,1.0,1,1,200.0,2.0,5.0,11.0,5.0,5.0,5.0,5.0,1,1,0,2
455,Robert,2022,100,1,455,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_campervan_ford_transit-350_6d1874,Rent my 2019 Ford Transit - 350 from $269/night | RVezy,455,Calgary,AB,,2019.0,Ford,Transit - 350,22.0,222,,,,,269.0,1.0,0,0,,,4.9,8.0,4.9,4.8,4.9,5.0,0,1,0,2
464,Stephen,2023,100,1,585,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_adventurer-m-23rb_be37e2,Rent my 2018 Adventurer Manufacturing Adventurer M-23RB from $229/night | RVezy,464,Calgary,AB,Class C,2018.0,Adventurer,Manufacturing Adventurer M-23RB,23.0,623,,,,,229.0,1.0,1,0,,,,,,,,,1,1,0,6
464,Stephen,2023,100,1,586,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_ford-alp-adventurer-23rb_13e11e,Rent my 2017 Adventurer Manufacturing Ford ALP ADVENTURER 23RB from $171/night | RVezy,464,Calgary,AB,Class C,2017.0,Adventurer,Manufacturing Ford ALP ADVENTURER 23RB,23.0,623,,,,,171.0,1.0,1,0,,,5.0,2.0,5.0,5.0,5.0,5.0,1,1,0,6
464,Stephen,2023,100,1,464,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_fleetwood_tioga-montara_d4e65e,Fleet #C6 Explore Rocky Mountain National Parks in Comfort with the Tioga Montara RV,464,Calgary,AB,Class C,,,,24.0,624,,,,,,1.0,1,0,,,,,4.0,4.0,5.0,5.0,1,1,0,6
464,Stephen,2023,100,1,465,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_adventurer-manufacturing_m-240db_66f358,Fleet #C3 Experience Western Canada’s Beauty in this compact Class C Moho,464,Calgary,AB,Class C,,,,24.0,524,,,,,,1.0,1,0,,,4.8,14.0,4.9,4.7,4.7,5.0,1,1,0,6
464,Stephen,2023,100,1,467,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_jay-flight-184bs_dbf8eb,Fleet #T1 Jayflight lightweight Bunk Slide - Be the Rocky Mountains Explorers,464,Calgary,AB,Travel Trailer,,,,20.0,620,1.0,3460.0,"2 5/16""",395.0,,1.0,0,0,,,5.0,27.0,5.0,5.0,5.0,5.0,1,1,0,6
464,Stephen,2023,100,1,588,https://www.rvezy.com/rv-rental/alberta_calgary_motorhome_classc_forest-river_sunseeker-2300cd_b45ded,Fleet #C4 The most Zippy Class C for happy campers travelling in Canada!,464,Calgary,AB,Class C,,,,24.0,624,,,,,,1.0,1,0,,,,,5.0,5.0,5.0,5.0,1,1,0,6
521,Rober,2022,100,1,521,https://www.rvezy.com/rv-rental/alberta_de-winton_traveltrailer_traveltrailer_shasta_oasis-310k,Rent my 2018 Shasta Oasis 310K from $140/night | RVezy,521,De-Winton,AB,Travel Trailer,2018.0,Shasta,Oasis 310K,35.0,735,1.0,5730.0,"2""",624.0,140.0,1.0,0,1,150.0,3.5,5.0,9.0,5.0,5.0,4.9,5.0,1,1,1,2
521,Rober,2022,100,1,522,https://www.rvezy.com/rv-rental/alberta_de-winton_traveltrailer_traveltrailer_jayco_bhw-224,Rent my 2022 Jayco BHW 224 from $125/night | RVezy,521,De-Winton,AB,Travel Trailer,2022.0,Jayco,BHW 224,27.0,627,,4460.0,"2""",500.0,125.0,1.0,0,1,150.0,3.5,4.9,42.0,5.0,4.9,4.8,5.0,1,1,0,2
525,Rebecca,2022,100,1,525,https://www.rvezy.com/rv-rental/alberta_rocky-view_motorhome_campervan_gmc_savana,Rent my 2013 GMC Savana from $155/night | RVezy,525,Rocky-View,AB,,2013.0,GMC,Savana,18.0,218,,,,,155.0,1.0,0,0,,,5.0,17.0,4.9,5.0,5.0,4.9,1,1,0,2
525,Rebecca,2022,100,1,526,https://www.rvezy.com/rv-rental/alberta_rocky-view_motorhome_campervan_ford_econoline-e250_f65f2b,Rent my 2012 Ford Econoline E250 from $155/night | RVezy,525,Rocky-View,AB,,2012.0,Ford,Econoline E250,18.0,218,,,,,155.0,1.0,0,0,,,5.0,13.0,5.0,4.9,5.0,4.9,1,1,0,2
567,Ally,2024,93,1,567,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_2018_3c1743,Sleeps 10 | 55” Theater Projector | SUV Towable Jayco X23F Hybrid Trailer | Starlink WiFi Available | Kids and Pets Friendly,567,Calgary,AB,Travel Trailer,,,,24.0,10,4.0,4610.0,"2 5/16""",553.0,,800.0,1,1,200.0,3.2,4.9,2.0,5.0,4.5,5.0,5.0,1,1,1,3
567,Ally,2024,93,1,568,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_jayco_x17z_0133df,Kids and Pets Friendly SUV towable Jayco X17Z with Theater projector 📽️ Solar Powered Off Grid Ready,567,Calgary,AB,Travel Trailer,,,,19.0,619,2.0,3021.0,"2""",375.0,,800.0,1,1,120.0,3.2,,,4.0,5.0,5.0,4.0,1,1,1,3
567,Ally,2024,93,1,569,https://www.rvezy.com/rv-rental/alberta_de-winton_traveltrailer_traveltrailer_jayco_2018_2ed1cb,Family and Kids Friendly SUV towable Jayco 16XRB Travel Trailer: With Theater Projector and Games,567,Calgary,AB,Travel Trailer,,,,19.0,619,2.0,2832.0,"2""",350.0,,750.0,1,1,160.0,3.2,5.0,8.0,5.0,4.9,5.0,5.0,1,0,1,3
587,YING,2019,100,1,587,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_ge821-kpf_7da014,2020 Yetti Grand Escape: Experience the Great Outdoors with Starlink,587,Calgary,AB,Travel Trailer,,,,21.0,821,,5875.0,"2""",800.0,,500.0,1,1,400.0,3.0,4.7,4.0,5.0,4.3,4.5,5.0,0,0,1,2
587,YING,2019,100,1,590,https://www.rvezy.com/rv-rental/alberta_calgary_traveltrailer_traveltrailer_other_332bhk_a75abe,Wonderful KZ Connect C332BHK Travel Trailer with Starlink,587,Calgary,AB,Travel Trailer,,,,38.0,1038,2.0,8800.0,"2 5/16""",995.0,,500.0,1,1,400.0,3.5,4.6,13.0,4.5,4.6,4.5,4.7,0,0,1,2
